Sphinx 2.2.10-id64-release (2c212e0)
Copyright (c) 2001-2015, Andrew Aksyonoff
Copyright (c) 2008-2015, Sphinx Technologies Inc (http://sphinxsearch.com)

using config file '/data/server/gaojian/sphinx/sphinx.conf'...
dumping dictionary for index 'talent_index'...
keyword,docs,hits,offset
觜,3,3,89699289
觞,2,2,253638774
觟,4,4,316037266
解,132388,368503,363288922
觤,1,1,148821269
觥,15,16,46427433
触,16399,22426,194461792
觪,1,1,206413565
觭,1,1,27661159
觯,13,16,378934865
觰,1,1,166453200
觳,1,1,340773872
觴,1,1,171177670
觸,10,14,176955928
觹,1,1,19929023
觻,1,1,329608171
觾,2,2,217321387
言,175339,246892,309759183
訂,21,43,85660520
訃,1,1,105614273
訅,1,1,235691340
訆,1,1,82443674
計,317,1978,320207405
訊,21,57,71169510
訋,1,1,93960794
訌,2,3,317398709
討,37,61,73613544
訐,1,1,302852939
訓,44,106,125363729
訖,2,2,56133336
託,19,41,112878941
記,47,119,281712057
訛,1,1,128528151
訝,2,2,257084598
訟,4,4,137678839
訠,1,1,334022520
訪,35,61,14624596
訫,1,1,182478904
設,257,1690,219452513
訯,1,1,174466915
許,32,42,186235513
訳,57,188,155099343
訴,24,33,354063453
訵,1,1,192940493
診,9,15,32707631
註,3,6,142411582
証,82,150,374296763
訾,24,29,28220882
詃,2,2,119163493
詅,1,1,269370787
詋,1,1,133909032
詐,1,1,313844071
評,58,102,241139089
詘,1,1,316826586
詞,5,10,68457085
詠,1,1,352515683
詢,22,30,46434753
詥,1,1,185447452
試,135,341,34973151
詧,3,4,159612388
詩,2,14,196950267
詪,1,1,27632533
詮,1,1,33119418
詰,1,1,340793241
話,73,142,225089301
該,16,35,2835875
詳,120,573,170493042
詵,2,2,226930582
詶,1,2,8372424
詷,1,1,166132875
詸,1,1,327139843
詹,290,363,218229449
詻,2,2,176669458
詼,1,1,329709335
詽,1,1,212066271
誉,23129,31925,221461275
誊,16,18,1448786
誌,4,4,333043656
認,102,230,232006336
誑,1,1,199140289
誒,2,2,28005615
誓,158,187,146831462
誔,1,1,372677961
誕,4,4,199712215
誘,5,6,355087778
誜,1,1,363025801
語,252,2092,40533598
誟,2,2,156989854
誠,9,11,317501285
誤,6,6,320922649
誦,1,2,73032795
誩,1,1,234605949
說,10,10,82426991
説,30,144,309420272
読,36,63,235741139
課,64,126,59052224
誳,1,1,136606777
誷,1,1,128235316
誼,1,1,302869652
調,158,411,125364536
諂,1,1,33585024
諆,1,6,27662234
談,39,62,147276991
請,37,46,159553987
諒,1,1,19928497
論,27,67,20990030
諠,1,1,286971415
諡,2,2,261163311
諣,1,1,129330485
諦,3,4,61031681
諧,1,1,135543440
諩,2,2,269370467
諮,15,17,51600467
諯,1,1,119119520
諲,1,1,67166327
諷,3,3,89373733
諸,12,14,306844902
諹,2,2,242002846
諾,2,2,81433372
謇,2,4,60852267
謍,1,1,294004693
謖,1,1,92535388
講,11,16,86102069
謝,6,9,311346541
謡,1,1,372767196
謨,2,2,186235887
謯,1,1,41930597
謳,1,1,14624590
謵,1,1,324952560
謷,1,1,25413912
謹,5,6,334022736
謺,1,1,163852250
謽,1,1,347226698
證,39,93,313844084
譎,1,1,103883881
譔,1,1,261163163
譖,1,1,128754071
識,78,157,276594532
譚,2,2,119163359
譜,7,14,269370725
譟,1,1,50792460
警,11257,23031,176966635
譬,157,186,226871847
譯,6,6,7712955
議,54,89,196846329
譱,1,1,378592985
譶,1,1,139444956
護,44,86,33119436
譻,1,1,46434746
譽,7,7,364303238
譾,1,1,159610569
讀,12,20,193751369
變,22,29,146831322
讎,1,1,141767637
讐,4,4,221461252
讒,1,1,171279874
讓,11,19,1448717
讘,1,1,219838623
讚,1,1,175301649
讛,1,1,27190409
讟,1,1,14721470
计,187377,1557244,295509096
订,52976,122878,114607688
讣,5,8,57308526
认,108410,197663,267253212
讥,2,2,302869607
讦,4,4,125364469
讧,5,5,47770256
讨,20018,31735,255095639
让,28235,46116,291650521
讪,29,34,136606861
讫,140,156,59051413
训,126544,712505,280467057
议,81579,181175,127864899
讯,30630,65543,65519891
记,44265,89658,234605956
讱,1,1,311327102
讲,34356,62181,108757813
讳,40,45,82428453
讴,43,58,235740847
讵,5,7,309421490
讶,45,59,105438799
讷,37,42,84592693
许,12205,18500,252376249
讹,8,11,317501189
论,49392,100493,92535579
讼,1832,5796,247028845
讽,15,22,320923425
设,164468,1206585,94665664
访,41385,78166,72843318
诀,194,237,226932338
证,183115,739047,339869580
诂,10,12,166453207
诃,4,5,8675651
评,218829,415450,225691441
诅,8,8,342420903
识,89938,169341,170766412
诈,564,1088,212058221
诉,17844,35418,329624648
诊,5897,11851,176695036
诋,12,17,19928517
诌,5,7,216333807
词,7211,17739,326620992
诎,9,12,176500328
诏,21,29,20989900
译,16474,50051,363214860
诒,6,6,159554288
诓,5,7,34890978
诔,3,8,194576432
试,93583,496935,351810489
诖,2,2,148651748
诗,2169,3347,46409202
诘,7,8,207128725
诙,77,79,367531188
诚,47217,58646,140202129
诛,250,481,33583700
诜,3,3,196958192
话,55855,109034,378680036
诞,1298,1646,147270135
诟,16,17,27662309
诠,304,330,242001047
诡,19,22,306845008
询,74463,187654,104933648
诣,123,132,87401688
诤,20,20,232995747
该,76000,182847,313882368
详,22782,38234,110669711
诧,8,8,81437099
诩,25,25,320982105
诫,38,38,67166100
语,182013,655107,316037286
诮,1,1,89373636
误,7532,10075,80206592
诰,3,3,269370533
诱,391,539,301851709
诲,52,61,119206917
诳,1,1,50629297
说,170349,275099,274289060
诵,703,935,297175146
诶,23,28,119119526
请,62291,95754,51312443
诸,3902,4832,261163324
诹,1,1,286971407
诺,7627,12193,129294285
读,169191,233075,63970669
诽,4,4,288325464
课,38827,98620,135543554
诿,109,110,61028960
谀,10,11,118089457
谁,641,899,55652717
谂,9,9,280465533
调,139977,508548,293283072
谄,2,2,124236152
谅,14218,14286,50093244
谆,7,13,265243518
谈,41320,80969,137955341
谊,2748,3492,257085051
谋,1990,2278,290343456
谌,53,53,126942236
谍,62,101,66507071
谎,42,55,262444066
谏,32,38,283180361
谐,2950,3571,108363537
谑,2,2,82752205
谒,1,1,233924072
谓,698,797,311610628
谔,9,11,105615783
谕,35,41,83698219
谗,5,6,307708041
谘,8,24,91098254
谙,411,439,76370111
谚,12,17,251421980
谛,121,140,318193069
谜,203,256,97315139
谝,5,5,71168910
谟,16,17,320092973
谠,3,3,151847304
谡,2,3,44181857
谢,7018,11355,190307546
谣,126,146,355861517
谤,4,4,158274221
谥,4,4,37457727
谦,7872,8197,188793724
谧,18,18,359618246
谨,14707,15628,144927125
谩,18,27,29460368
谫,2,3,375132827
谬,14,14,142566309
谭,844,986,30835786
谮,2,2,202633055
谯,5,5,371175203
谰,4,4,172479041
谱,83848,102689,341
谲,3,3,223877143
谳,2,4,344334707
谴,4,4,160859513
谵,1,4,12828754
谷,5856,9059,336502561
谹,1,1,24938273
豁,673,697,88996684
豄,1,1,112153166
豆,2360,4424,233254145
豉,6,10,69294855
豊,14,21,242008792
豋,1,1,322274476
豌,268,369,90076950
豐,11,12,120324058
豕,3,6,51888326
豙,1,1,63290849
豚,142,214,262388523
豝,1,1,62286146
象,51685,95127,6832470
豢,2,2,227433125
豧,2,2,343888739
豩,1,1,18640219
豪,5723,8772,214036950
豫,768,1060,328429882
豳,1,1,365897130
豸,1,1,139426473
豹,650,1252,34872937
豺,2,3,205370271
豻,2,2,369374474
豼,1,1,148266720
貀,1,1,142890584
貂,21,33,203530394
貅,9,9,29467337
貈,1,1,157110447
貉,4,5,35968180
貌,2361,2722,151814028
貏,1,1,355802319
貑,2,2,16465985
貔,13,19,175302297
貕,1,1,23437611
貗,1,1,323260346
貘,5,5,161164381
貝,2,2,1305479
負,68,208,127824911
財,81,196,66507740
貢,4,4,262529336
貤,1,1,138993183
貧,1,3,291204625
貨,36,111,124235719
販,96,221,49737388
貫,8,9,305558564
責,127,471,114855965
貯,2,2,293035603
貰,4,6,96182483
貳,3,5,319468294
貴,12,16,91097597
買,32,63,318167675
貸,6,15,107739393
費,41,81,309139043
貼,2,2,108470494
貾,2,2,233932303
貿,37,76,311641667
賀,9,15,176174327
賁,1,1,23373002
賂,1,2,216330702
賃,10,13,328410498
賆,1,2,214065002
資,192,490,328996493
賍,2,4,6710707
賓,3,3,378110730
賙,1,1,45897289
賛,1,1,349977417
賞,13,23,184304003
賠,1,1,90461535
賡,1,1,78263708
賢,1,1,253909469
賣,7,13,315520107
賤,1,1,98686629
質,121,475,233209574
賬,3,3,102800162
賰,1,1,132246549
賱,1,1,61739898
賲,1,1,258711965
賴,3,3,130674773
賷,1,1,285536123
賺,2,3,274288421
購,43,123,120577954
賽,7,15,50396543
贀,30,49,75559078
贅,9,13,97063759
贇,2,2,249884945
贈,1,1,82741961
贉,1,1,108378498
贊,4,6,311614519
贋,27,85,233923941
贏,6,8,237820658
贑,1,1,137717515
贒,1,1,290343123
贓,1,1,257101072
贗,1,1,262443982
贛,2,2,280465590
贝,6781,10818,124315586
贞,268,340,305854917
负,186787,1105434,264463217
贠,1,1,24960921
贡,7444,9468,175503875
财,73599,293033,323663532
责,200236,1539582,220374655
贤,1569,2012,16467077
败,3610,4380,179885122
账,26458,76551,331987669
货,72329,183888,208167013
质,220531,978089,337000
贩,570,877,172470540
贪,277,371,344333138
贫,960,1396,223877164
贬,46,56,12788298
购,67952,200328,160859636
贮,279,352,336530302
贯,8766,11356,229715312
贰,200,312,29454010
贱,47,58,144999843
贲,27,50,375133428
贴,8237,13213,30898815
贵,29912,42704,142423209
贶,1,2,371102929
贷,12561,51937,202633074
贸,54051,107717,43535084
费,77671,208088,151847324
贺,1399,1876,355862241
贻,67,83,190307132
贼,229,373,37457844
贽,4,4,158274135
贾,1027,1142,359203446
贿,79,149,188834594
赁,7570,14698,130746350
赂,51,78,285536413
赃,20,26,262388404
资,173551,957414,62288326
赅,23,23,133211766
赆,1,1,289859961
赈,48,50,50367418
赉,26,32,120513377
赊,117,146,301630660
赋,1605,1939,271115166
赌,219,307,51951906
赎,302,429,298216448
赏,3069,3692,272523916
赐,175,226,69297401
赒,1,3,322194602
赓,8,8,242009347
赔,4456,9393,77838337
赕,2,2,90241070
赖,3386,4176,315448545
赗,1,1,253902133
赘,136,158,89000514
赙,1,1,103094065
赚,1141,1407,307613604
赛,31681,84017,240871253
赜,4,6,80964573
赝,8,14,112153173
赞,6923,9334,313393865
赟,14,15,233254027
赠,2160,3039,34876334
赡,7,8,139426377
赢,8230,10437,369334646
赣,1501,2417,205370286
赤,1518,2073,27266520
赥,2,2,148266779
赦,2,2,378277151
赧,1,1,197276670
赨,1,2,35071926
赫,927,1291,183473858
赬,5,7,45886414
赭,10,10,150148082
走,12441,16673,18580670
赱,1,1,178065141
赳,5,9,214036916
赴,3709,5061,22804894
赵,5129,6016,175955215
赶,1323,2186,327151127
起,43064,70661,215256125
赺,2,2,339404839
趁,164,186,161163355
趂,1,1,337442344
超,36675,64012,174281521
趇,1,1,224450670
越,14185,21895,331797334
趋,10093,13576,208044706
趑,1,1,157110537
趒,1,1,356947549
趓,1,1,186998686
趔,1,1,43522507
趕,1,1,151814021
趙,3,4,142890656
趞,1,1,375148870
趟,71,152,197637484
趣,61627,75612,238500574
趦,10,11,311641610
趨,11,13,70028787
趫,1,1,247893625
趭,1,1,90759831
趱,1,1,124223329
足,32272,46870,264286727
趴,42,55,52557595
趵,19,37,115406727
趶,1,1,293035626
趷,6,6,279324584
趸,48,65,66508171
趾,5,7,291207089
趿,1,1,257473316
跁,1,1,150888198
跂,2,2,349977398
跃,8915,11481,196313731
跆,366,630,367043370
跇,1,1,184303583
跉,1,1,147796217
跋,31,34,197275874
跌,476,656,33585660
跎,7,8,367579633
跏,1,1,203550851
跑,7603,9912,167281325
跔,1,1,6710822
跖,1,1,339404534
跗,1,1,227019421
跙,1,1,176174471
跚,4,4,328410787
跛,1,1,216330248
距,3244,4540,178070587
跞,4,4,328982472
跟,69336,144561,214065083
跡,10,13,118265296
跣,2,2,274265032
跤,25,27,50398379
跨,25073,36898,61621008
跪,9,9,288934342
跫,2,3,258288672
跬,41,41,63121938
跮,2,2,285536111
路,63758,151304,261826073
跰,3,3,80829007
跳,8518,10159,233210196
践,41358,105622,102842655
跷,11,50,240589344
跸,1,1,78263792
跺,24,33,315519795
跻,230,238,253909512
跿,2,2,242811088
踂,1,1,172479199
踅,1,1,336531901
踇,1,1,12785327
踉,4,4,323990622
踊,155,164,175500679
踋,1,1,24938259
踌,4,5,208166726
踏,26982,30155,16664366
踐,5,6,190289539
踑,1,1,355861503
踔,1,1,188835105
踕,1,1,359618355
踘,1,1,197624604
踛,1,1,29453851
踝,12,12,371096331
踞,70,70,142693430
踢,789,872,108344985
踨,1,1,251377872
踩,244,304,318191696
踪,43870,81449,91107508
踭,1,1,320198561
踯,3,3,71168846
踰,1,1,280465685
踳,1,1,55651416
踴,1,1,264439831
踵,18,18,305822482
踼,1,1,262448787
蹂,2,2,159224956
蹄,41,47,196268301
蹇,15,15,45890715
蹈,1832,3004,205360889
蹉,6,6,369254302
蹊,75,84,139426575
蹋,12,14,34887332
蹌,1,1,197277522
蹒,5,5,166568061
蹘,1,1,214036676
蹚,1,1,178067478
蹠,1,2,271115040
蹤,23,32,273240321
蹦,74,122,118095289
蹨,1,1,262403507
蹩,2,2,286555323
蹬,12,12,259774096
蹭,18,26,289848409
蹱,1,1,307595732
蹲,100,114,103121104
蹳,1,1,89008611
蹴,9,36,233267965
蹶,5,6,112152429
蹸,1,1,242009458
蹹,2,2,322282843
蹻,1,1,69292747
蹼,2,2,253901959
蹿,5,6,77988413
躀,1,1,247880133
躁,747,759,319463202
躅,3,4,318167860
躆,2,2,90750516
躇,4,5,75157893
躊,2,3,107739306
躋,1,3,84544892
躍,2,8,311617004
躎,1,7,108472476
躏,4,5,83598293
躐,1,1,262529312
躔,1,1,257824997
躕,1,4,291208916
躗,1,1,58053091
躙,1,1,305558620
躚,1,3,123756692
躜,2,12,279136238
躢,2,2,179741821
躥,1,1,323260076
躧,1,1,23437617
躩,1,1,336544417
躪,1,1,161164416
身,123454,158512,13020058
躬,56,56,224456181
躯,18,24,1298067
躰,1,1,203530538
躲,117,133,142889916
躸,1,1,186994775
躹,2,2,356880506
躺,78,320,157112936
躽,1,1,355802373
軆,1,6,130675182
車,56,120,118265562
軌,7,7,271669346
軍,11,19,301644953
軎,2,2,120576428
軔,1,1,242614448
軕,1,1,323111756
軙,1,1,312944865
軝,1,1,306930622
軟,89,130,87901563
軠,1,1,197275451
転,27,32,148086831
軫,1,1,45891096
軯,3,3,35805101
軴,1,1,214401886
軷,2,2,18788672
軸,1,1,224469762
軼,2,3,227019057
軽,1,1,338755048
較,25,37,144197824
輈,1,1,355861497
載,13,37,190307047
輎,1,1,37457701
輔,12,23,331987120
輕,4,4,208166764
輘,2,2,344148421
輛,1,1,172479206
輝,18,30,229757441
輦,2,2,66505891
輩,2,2,280465670
輪,8,11,55651341
輮,1,1,50164522
輯,4,4,124347421
輴,1,3,320198568
輸,47,76,311615956
輻,1,2,108344975
轀,1,1,328429386
轃,1,1,178067470
轄,5,8,327192362
轅,1,1,215457043
轆,1,1,22186803
轉,14,19,227547679
轊,1,1,6824304
轏,1,1,170483956
轐,1,1,369254433
轑,1,1,205360881
轒,1,1,34887326
轙,1,1,183479133
轛,1,1,159228843
轟,1,1,150148159
车,63261,311333,77988499
轧,627,1916,90241851
轨,3626,6625,307596137
轩,1491,1898,240842767
轫,3,3,103122126
转,47654,88641,313558467
轭,12,12,233268027
轮,8722,14893,80920333
软,114811,633721,111658812
轰,221,273,286553792
轱,2,4,262403514
轲,46,52,63290065
轴,2336,5026,289848609
轶,280,311,63022594
轸,2,2,300888972
轺,1,1,50384955
轻,12421,16266,120513917
轼,25,33,298218405
载,46990,78414,272539477
轿,969,1818,118095718
较,101870,188596,123761242
辄,25,26,293035301
辅,23838,36384,279136255
辆,9150,19586,52558263
辇,4,4,115794562
辈,777,904,283182329
辉,19109,22408,262449138
辊,177,388,67024913
辋,13,23,127825364
辍,87,93,257825010
辎,1,1,58055110
辏,4,4,138993129
辐,826,1207,309139317
辑,38517,82483,238854683
输,33057,61063,107540363
辔,3,3,311617032
辕,226,319,233931003
辖,8169,15237,83504594
辗,91,99,108472492
辘,16,26,319463080
辙,33,38,247880243
辚,1,1,70047923
辛,2231,2717,96183016
辜,156,183,318167987
辞,2707,3356,75142605
辟,973,1129,90752268
辣,427,666,157110543
辦,21,46,43521810
辨,1648,2239,372589308
辩,3489,6350,203530988
辪,1,1,32505787
辫,2,2,142889889
辬,2,2,375148858
辭,5,5,197624661
辮,1,1,29469562
辯,1,2,145758987
辰,2305,3106,337430892
辱,168,180,229758898
農,15,22,12834902
辸,1,1,331863541
边,13518,20135,208094059
辺,5,7,16239848
辻,6,6,179874726
込,24,27,323259110
辽,8335,14891,219842758
达,85453,176527,23678835
辿,1,1,175342784
迁,8348,16608,233170689
迂,23,24,80829023
迄,378,424,306928429
迅,12152,15278,240647145
迆,1,1,87981801
过,144029,463213,102170855
迈,2490,3263,315524588
迊,1,1,78260749
迌,1,2,323102150
迍,1,1,242614454
迎,9313,10885,69978341
运,135334,516220,299467805
近,31148,44113,273932620
返,6344,9866,301645028
迕,1,1,271669319
还,51681,76640,288934424
这,40381,85811,258723173
迚,1,1,61621001
进,180210,1000064,131485750
远,18988,30168,285446766
违,3101,5363,261792008
连,36542,74440,63122203
迟,1515,1921,130697898
迢,2,4,4162912
迤,6,6,339404492
迥,29,29,227018869
迦,87,127,6710843
迨,6,9,328409318
迩,79,98,216329786
迪,8364,14355,23373009
迫,1198,1417,176448600
迬,1,1,329004520
迭,3801,6770,214383820
迮,3,3,18788653
迯,1,1,178067534
述,217475,1320093,349977437
迱,1,1,196356674
迲,1,1,45891071
迳,7,8,150888064
迴,4,4,366984077
迵,1,1,184303576
迷,1960,2557,159318087
迸,44,45,378099323
迹,2943,4267,197259954
迺,2,2,27266329
追,16713,22545,204042457
退,12981,21000,205599997
送,29372,58384,367352450
适,131032,183345,139448892
逃,1897,2080,33121728
逄,11,11,196711372
逅,42,52,378582494
逆,1951,3359,146922490
选,66729,151196,363988872
逊,2198,3524,159599492
逋,17,19,34972988
逍,132,211,353814657
透,5017,6938,46601744
逐,8851,11128,212083952
逑,5,5,329823059
递,12030,17910,177644251
逓,1,1,20987171
途,7704,9946,218191265
逖,5,5,176548597
逗,219,302,22183659
這,18,40,339535783
通,191864,922457,164982600
逛,889,1187,7705222
逝,99,115,341067823
逞,15,15,170561532
速,67965,125208,2836400
造,76860,185994,259970773
逡,4,4,286698685
逢,361,387,128633865
連,181,645,63610600
逥,1,1,287416981
逦,7,15,133911866
逧,3,3,60856083
逨,1,1,269698002
逪,2,2,119372764
逫,3,3,51308523
逬,1,1,276591261
逭,2,3,298048742
逮,17,22,119148330
逯,23,23,51851220
週,19,26,322156520
進,151,382,101439820
逳,2,2,68456627
逴,17,29,253882426
逵,18,20,317186048
逶,1,1,90057715
逸,1849,2637,241171595
逻,20031,32251,86668660
逼,489,583,232356328
逾,1885,2906,109435115
遁,9,15,325913092
遂,734,950,175241997
遅,2,2,329866929
遆,1,1,180893210
遇,16776,21525,14173798
遈,1,1,222066944
遊,9,19,171350861
運,92,235,2025281
遍,2627,3022,334022771
過,69,169,164375384
遏,137,150,12004463
遐,35,37,199143050
遑,1,1,374523678
遒,4,4,146918402
道,76878,213914,28221568
達,87,169,199918592
違,10,11,372684587
遖,1,1,142116335
遗,2892,3688,32678489
遙,2,2,354051819
遛,17,19,41439321
遞,1,1,156070150
遠,22,26,251822691
遣,1856,2953,73043872
遥,1560,3154,320908732
遨,115,187,235695831
適,33,53,311356640
遪,1,1,109423856
遭,407,449,309579697
遮,326,501,105476609
遯,1,1,84666739
遴,285,365,263429510
遵,4987,6652,281713839
遷,2,2,65684510
選,35,89,277650406
遼,26,33,266842801
避,9550,11935,46900073
邀,9511,13619,276545837
邁,3,5,297347979
邂,38,46,119119820
邃,27,29,51606237
還,9,10,269052650
邈,12,14,259913762
邊,1,1,135437284
邋,3,8,60901180
邎,1,1,129331430
邏,5,113,64775842
邑,559,757,315280522
邒,3,111,110777110
邓,1501,1810,81439895
邔,1,1,241183740
邕,41,55,306640806
邗,19,23,86862882
邘,1,1,253638489
邛,47,65,80183296
邝,51,57,321687300
邟,1,3,68086298
邡,35,52,351771256
邢,1887,2522,148641958
那,5275,7325,46365666
邦,5904,9722,159554677
邩,1,1,378936103
邪,86,107,147326412
邫,3,3,27662850
邬,103,119,206409557
邮,25615,43891,140068453
邯,2194,3389,33572651
邰,42,47,225421245
邱,697,807,341453216
邳,45,77,3690528
邴,4,4,227017270
邵,1712,2169,340781164
邸,464,644,217968489
邹,785,938,327123918
邺,223,247,176505435
邻,1601,2487,21453858
邾,2,4,176694991
郁,452,553,309421526
郄,8,8,233973136
郅,17,33,310600705
郆,1,1,108510297
郇,9,12,81720827
郈,1,1,247028825
郊,1947,2591,94655310
郎,1061,1778,93955202
郏,7,7,74261572
郐,1,1,268254405
郑,10583,21254,304097970
郓,24,30,47772398
郗,21,21,57226723
郜,39,41,255189611
郝,634,712,291782076
郞,1,1,136623399
郠,1,1,231146562
郡,1261,1979,333034105
郢,7,11,163806021
郦,164,281,171314098
郧,57,63,1938831
部,179517,1121760,210739901
郩,1,1,330983523
郫,239,289,15196479
郭,3112,3662,326461257
郯,25,38,27117080
郱,1,1,362687529
郳,1,1,39547314
郴,655,1023,194436694
郵,22,36,355133304
郶,1,1,155029632
郸,2161,3275,199761225
都,56951,115783,373760398
郾,10,11,146364142
鄀,1,1,339824472
鄂,1571,2390,7697723
鄄,17,23,341060966
鄈,2,2,329823143
鄉,5,19,212076956
鄋,1,1,177701311
鄎,1,1,22184893
鄒,1,1,34973093
鄙,53,67,206402656
鄞,98,145,27606454
鄢,54,61,86763077
鄣,2,2,103884583
鄧,2,4,110266117
鄭,8,11,253882371
鄯,16,35,90059770
鄱,73,103,269697570
鄶,1,1,51877620
鄷,2,2,119128435
鄹,3,3,259952072
鄾,1,1,60856108
酀,1,1,354059516
酁,2,2,192936810
酆,2,2,39349845
酈,1,1,374523686
酉,44,71,199142807
酊,5,6,28221532
酋,360,532,146918442
酌,104,117,372683648
配,100751,259070,199922929
酎,1,1,32693675
酏,2,3,142115705
酐,30,91,346712375
酑,1,1,222205876
酒,56536,163603,2025858
酓,1,1,171350700
酔,1,1,334036728
酖,1,1,12004443
酗,12,12,164375764
酚,112,211,27114151
酝,70,75,210051209
酞,20,30,14173477
酡,2,2,278465230
酢,2,2,57197468
酣,23,37,113341714
酤,1,1,302840599
酥,34,42,266842507
酩,100,120,257036236
酪,75,119,59056003
酬,10768,31980,282077939
酮,136,226,65683746
酯,529,1299,128622827
酰,98,192,311357439
酱,317,479,235693838
酵,342,775,236732280
酶,275,627,84666745
酷,4473,7851,105455189
酸,1834,4289,317387990
酹,1,1,251822436
酽,2,2,246499542
酿,616,899,94651854
醅,2,4,244947897
醇,679,1357,100350069
醈,1,1,314226025
醉,581,1107,233017092
醋,171,226,110776041
醌,5,6,306641048
醍,117,167,241183084
醎,1,1,86862876
醐,14,14,287927228
醒,4413,6107,60879443
醕,1,1,261450230
醚,87,221,51604714
醛,141,277,119120124
醜,1,1,301707685
醤,5,9,329607001
醪,4,4,3690414
醫,4,23,170665236
醬,1,1,340781158
醯,5,5,166490642
醱,1,1,196999631
醴,75,114,367487416
醶,1,1,33572617
醷,1,1,140201918
醺,2,2,46391816
釀,1,19,280465812
釆,1,1,59054832
采,73399,218500,136623413
釉,27,30,268254413
释,4410,5836,47772547
釋,1,1,125525470
里,30050,49123,295336084
重,101688,235680,278486086
野,4441,5680,57204916
量,99574,333516,113346745
金,112962,394365,246530206
釜,172,250,310599664
針,14,20,233973184
釟,1,1,108510272
釢,1,1,32672093
釦,1,1,27982417
釬,1,1,355132359
釭,2,2,194439913
釰,1,1,330983076
鈃,1,1,322156699
鈆,1,1,253882317
鈇,1,1,317185547
鈍,1,1,81035917
鈏,1,1,313837592
鈕,1,1,60856278
鈠,1,2,177722414
鈥,13,70,21466516
鈦,1,1,218229325
鈫,1,1,339824682
鈬,2,2,170561634
鈭,1,1,3666521
鈮,1,1,225121402
鈰,2,2,140067403
鈱,1,1,33142927
鈴,3,3,146921567
鈷,1,1,378583172
鈺,2,2,185399687
鈽,1,1,46626523
鉀,1,1,137674812
鉄,21,46,128528758
鉓,1,1,317227320
鉗,1,1,320916440
鉘,1,1,109423842
鉛,1,1,311362676
鉝,1,1,85565425
鉟,1,1,309433615
鉥,3,3,32705056
鉫,1,1,354051806
鉮,1,1,186490121
鉱,7,11,27112624
鉳,1,1,325914152
鉴,7244,10608,181503503
鉹,1,1,2288645
鉺,1,1,222066931
鉻,1,1,346707333
鉿,1,1,334921125
銀,64,154,170664872
銅,4,8,8675732
銆,10,13,227010501
銍,1,1,19926373
銎,2,2,212043315
銑,2,2,46365652
銓,2,2,351778800
銔,1,1,159596917
銕,1,1,34954697
銘,6,12,147326936
銝,1,1,33143126
銪,1,1,253638743
銭,2,4,68086901
銮,36,36,244947487
銳,2,2,297347966
銴,1,1,119206814
銷,46,191,301708662
銹,1,1,60875599
銺,1,1,259913837
鋁,1,1,39622581
鋂,2,2,186842934
鋅,1,1,43089457
鋆,7,12,194439958
鋈,4,4,142114083
鋒,6,9,231146365
鋕,3,3,1473909
鋠,2,2,125445556
鋡,2,2,47772157
鋣,1,1,304191504
鋦,1,1,278486050
鋧,1,1,295335859
鋩,1,1,65464408
鋪,9,27,263167562
鋫,1,1,280465746
鋬,1,1,136613295
鋭,2,20,59054717
鋯,1,1,291786741
鋰,1,1,105449732
鋳,4,5,309424110
鋸,1,1,94665281
鋺,1,1,246529446
鋼,11,43,93947996
錁,1,1,119475887
錄,14,15,51850177
錅,1,1,119128429
錊,1,1,286740065
錋,1,1,260316898
錍,1,1,133914428
錒,1,1,306586749
錕,3,5,109424341
錞,1,1,317185541
錟,2,2,253882330
錠,1,2,34972526
錣,1,1,185399680
錤,2,2,46626544
錦,2,2,353814592
錧,1,2,196041708
錫,7,15,205599869
錯,3,3,196711433
錰,1,1,7694527
錱,1,1,164973552
録,31,50,339824498
錵,1,1,170561772
錶,1,2,341060955
錸,1,1,20987538
錻,1,1,212076949
錼,1,1,21466509
錾,7,8,327130815
鍁,1,1,108917281
鍊,1,1,317227312
鍋,6,8,251820404
鍏,96,599,246499555
鍐,50,81,56850759
鍑,11,11,113338007
鍒,16,16,294366891
鍓,5,5,278465243
鍔,42,89,46949772
鍕,2,2,125361216
鍖,26,32,302839592
鍗,30,53,266834611
鍘,6,6,59056791
鍙,58,296,137674819
鍚,19,21,292156018
鍛,9,9,256408257
鍜,22,32,65683544
鍝,1,1,128528649
鍡,2,3,171350990
鍣,95,318,222066426
鍥,35,49,164374760
鍦,8,8,334921075
鍧,1,1,232011528
鍨,61,170,27112366
鍩,3,3,175241259
鍪,1,1,325914171
鍫,2,2,219832126
鍮,1,1,329866588
鍱,1,1,153530823
鍴,1,1,39349812
鍵,2,2,156070007
鍶,1,1,361777644
鍻,1,1,199143311
鍽,1,1,142138574
鎂,1,1,378935965
鎅,1,1,140068336
鎏,55,72,185271266
鎓,1,1,217321746
鎔,1,1,19926069
鎖,4,7,329608073
鎛,1,1,225448954
鎜,1,1,8675720
鎟,2,2,227009578
鎤,3,3,64775989
鎬,42,53,50534320
鎭,4,4,119206872
鎱,15,16,89370475
鎳,2,2,253638725
鎴,17,21,68456484
鎵,94,695,100353653
鎶,2,2,321686699
鎷,27,49,244947762
鎸,7,9,81451275
鎹,5,6,110818136
鎺,37,49,314225846
鎻,56,188,233016458
鎼,2,2,86775592
鎾,4,4,306676765
